datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-03-01 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.72,0.86,4.25,315.45,5.74,0.96,0.51
2024-03-01 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.59,0.86,3.92,317.32,5.95,1.00,0.51
2024-03-01 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.24,0.87,3.48,322.64,6.17,1.00,0.54
2024-03-01 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.17,0.86,3.14,328.04,6.27,1.00,0.57
2024-03-01 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.07,0.86,2.55,337.80,5.27,1.00,0.86
2024-03-01 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,20.93,0.86,2.25,351.87,5.00,1.00,0.97
2024-03-01 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,20.90,0.87,2.24,1.93,5.07,1.00,0.97
2024-03-01 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.22,0.89,2.47,344.35,4.92,1.00,1.09
2024-03-01 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.36,0.88,2.69,342.56,4.83,1.00,1.06
2024-03-02 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.30,0.88,2.76,338.68,5.21,1.00,1.21
2024-03-02 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.05,0.89,3.11,340.44,5.67,1.00,1.34
2024-03-02 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.96,0.85,3.19,344.28,6.13,1.00,1.45
2024-03-02 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.90,0.85,3.02,352.71,6.23,1.00,1.46
2024-03-02 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.72,0.86,3.33,3.13,6.09,1.00,1.46
2024-03-02 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.13,0.86,3.58,9.49,6.84,1.00,1.38
2024-03-02 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.15,0.87,3.97,13.68,7.36,1.00,1.41
2024-03-02 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.05,0.88,4.32,16.08,7.05,1.00,1.71
2024-03-02 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.97,0.89,4.27,15.88,7.00,1.00,1.60
2024-03-02 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.06,0.89,3.86,14.03,6.65,1.00,1.14
2024-03-02 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.18,0.91,2.68,11.60,6.14,1.00,0.78
2024-03-02 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.41,0.90,2.45,7.35,5.65,0.99,0.77
2024-03-02 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.44,0.89,2.59,359.59,5.36,1.00,0.63
2024-03-02 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.58,0.89,2.46,1.25,4.97,1.00,0.77
2024-03-02 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.54,0.88,2.19,3.21,4.53,1.00,0.60
2024-03-02 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.28,0.90,1.92,353.29,4.10,1.00,0.43
2024-03-02 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.21,0.90,1.78,351.19,3.90,1.00,0.52
2024-03-02 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.00,0.90,1.67,340.89,3.76,1.00,0.59
2024-03-02 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.06,0.89,1.62,345.58,3.70,1.00,0.57
2024-03-02 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.00,0.88,1.18,340.51,2.90,1.00,0.54
2024-03-02 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,20.72,0.89,0.78,335.73,2.34,1.00,0.38
2024-03-02 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,20.67,0.88,0.61,310.46,2.18,1.00,0.28
2024-03-02 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.18,0.89,1.13,295.13,2.20,1.00,0.27
2024-03-02 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.22,0.90,1.10,289.78,2.45,1.00,0.22
2024-03-03 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.16,0.89,1.30,279.11,2.62,1.00,0.18
2024-03-03 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.08,0.89,1.43,270.48,3.08,0.97,0.13
2024-03-03 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.46,0.85,1.58,259.36,3.24,0.95,0.08
2024-03-03 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.80,0.83,1.34,245.32,3.40,0.97,0.02
2024-03-03 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.96,0.83,0.76,199.77,3.26,0.98,0.02
2024-03-03 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.17,0.79,1.17,131.55,3.23,0.94,0.05
2024-03-03 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.37,0.79,2.23,119.01,4.68,0.89,0.05
2024-03-03 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.62,0.80,3.24,125.68,6.19,0.58,0.02
2024-03-03 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.62,0.83,4.14,132.09,7.25,0.45,0.03
2024-03-03 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.81,0.83,4.52,131.07,7.67,0.65,0.00
2024-03-03 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.00,0.85,4.30,131.16,7.16,0.47,0.00
2024-03-03 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.65,0.88,3.58,131.08,6.00,0.30,0.00
2024-03-03 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.31,0.91,3.22,131.39,5.31,0.36,0.00
2024-03-03 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.36,0.91,3.07,134.55,5.21,0.37,0.00
2024-03-03 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.28,0.92,3.00,141.97,5.19,0.19,0.00
2024-03-03 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.84,0.92,2.96,151.04,5.19,0.22,0.00
2024-03-03 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.65,0.92,2.84,157.17,5.15,0.14,0.00
2024-03-03 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.29,0.93,2.70,157.18,5.02,0.11,0.00
2024-03-03 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.95,0.94,2.73,157.16,4.83,0.13,0.00
2024-03-03 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.91,0.94,2.91,161.16,4.97,0.16,0.00
2024-03-03 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.91,0.95,2.99,162.40,5.09,0.17,0.00
2024-03-03 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.77,0.95,3.03,161.51,5.13,0.19,0.00
2024-03-03 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.99,0.94,2.80,165.17,5.30,0.31,0.00
2024-03-03 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.93,0.94,2.81,166.06,5.28,0.38,0.00
2024-03-04 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.03,0.92,2.87,171.04,5.38,0.37,0.00
2024-03-04 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.23,0.91,3.41,169.44,5.99,0.24,0.00
2024-03-04 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.86,0.85,3.42,163.39,6.24,0.07,0.00
2024-03-04 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.75,0.82,3.52,155.88,6.43,0.00,0.00
2024-03-04 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.18,0.81,3.51,145.59,6.44,0.00,0.00
2024-03-04 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.13,0.79,3.73,133.19,6.70,0.00,0.00
2024-03-04 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.52,0.78,4.14,126.67,7.12,0.04,0.00
2024-03-04 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.41,0.78,4.56,124.63,7.55,0.14,0.00
2024-03-04 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.37,0.78,4.83,125.49,7.96,0.33,0.00
2024-03-04 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.18,0.79,4.68,128.26,7.52,0.24,0.00
2024-03-04 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.02,0.84,4.37,133.34,7.07,0.10,0.00
2024-03-04 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.79,0.86,4.22,139.37,6.55,0.02,0.00
2024-03-04 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.10,0.87,3.73,149.15,5.90,0.01,0.00
2024-03-04 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.98,0.89,3.39,154.60,5.56,0.01,0.00
2024-03-04 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.95,0.90,3.23,155.04,5.24,0.02,0.00
2024-03-04 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.35,0.92,3.08,157.01,5.15,0.00,0.00
2024-03-04 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.21,0.93,2.99,161.80,5.23,0.00,0.00
2024-03-04 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.08,0.93,2.90,164.58,5.11,0.00,0.00
2024-03-04 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.55,0.95,2.62,167.49,4.83,0.00,0.00
2024-03-04 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.42,0.96,2.39,171.10,4.31,0.00,0.00
2024-03-04 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.32,0.97,2.09,174.44,3.88,0.30,0.00
2024-03-04 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.35,0.97,1.78,182.97,3.61,0.43,0.00
2024-03-04 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.65,0.96,1.83,184.79,3.66,0.03,0.00
2024-03-04 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.27,0.97,2.15,186.52,3.96,0.43,0.00
2024-03-05 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.53,0.95,2.23,190.51,4.39,0.58,0.00
2024-03-05 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.31,0.93,2.17,188.37,4.40,0.63,0.00
2024-03-05 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.69,0.82,2.31,178.58,4.54,0.87,0.00
2024-03-05 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.67,0.77,2.63,168.34,5.01,0.80,0.00
2024-03-05 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.30,0.75,2.76,158.60,5.52,0.50,0.00
2024-03-05 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.30,0.73,2.69,146.76,5.78,0.86,0.00
2024-03-05 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.76,0.71,2.83,133.18,6.00,0.83,0.00
2024-03-05 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.60,0.72,3.40,121.21,5.68,0.51,0.00
2024-03-05 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.93,0.75,3.88,117.41,6.23,0.19,0.00
2024-03-05 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.53,0.78,3.89,118.55,6.27,0.13,0.00
2024-03-05 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.23,0.85,3.54,130.44,5.80,0.03,0.00
2024-03-05 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.67,0.88,3.11,140.56,4.84,0.01,0.00
2024-03-05 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.13,0.91,2.76,150.34,4.57,0.01,0.00
2024-03-05 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.56,0.91,2.67,158.02,4.00,0.00,0.00
2024-03-05 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.18,0.93,2.42,165.64,3.68,0.00,0.00
2024-03-05 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.98,0.93,2.34,167.48,3.59,0.01,0.00
2024-03-05 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.75,0.94,2.31,170.59,3.84,0.00,0.00
2024-03-05 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.35,0.95,2.12,178.07,4.21,0.00,0.00
2024-03-05 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.97,0.95,2.00,180.85,4.14,0.00,0.00
2024-03-05 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.00,0.95,2.02,181.24,3.75,0.28,0.00
2024-03-05 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.99,0.96,1.94,180.30,3.59,0.29,0.00
2024-03-05 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.83,0.95,1.56,189.93,3.41,0.71,0.00
2024-03-05 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.77,0.95,1.64,184.11,3.28,0.05,0.00
2024-03-05 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.46,0.95,1.73,186.81,3.30,0.05,0.00
2024-03-06 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.20,0.92,1.72,193.25,3.50,0.00,0.00
2024-03-06 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.80,0.89,2.11,185.32,3.66,0.00,0.00
2024-03-06 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.16,0.78,2.47,178.73,4.05,0.01,0.00
2024-03-06 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.00,0.74,2.46,171.01,4.26,0.22,0.00
2024-03-06 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.67,0.71,2.29,157.16,4.25,0.64,0.00
2024-03-06 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.26,0.69,2.16,139.15,3.98,0.81,0.00
2024-03-06 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.65,0.68,2.50,121.90,4.06,0.85,0.00
2024-03-06 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.39,0.70,2.99,115.43,4.89,0.89,0.00
2024-03-06 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.47,0.75,3.19,111.78,5.43,0.89,0.00
2024-03-06 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.86,0.79,3.18,109.54,5.29,0.91,0.00
2024-03-06 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.00,0.84,2.62,123.58,4.32,0.66,0.00
2024-03-06 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.15,0.89,2.31,135.60,3.41,0.51,0.00
2024-03-06 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.54,0.92,2.28,145.72,3.30,0.49,0.00
2024-03-06 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.93,0.91,2.32,146.08,2.91,0.37,0.00
2024-03-06 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.42,0.94,1.61,144.42,2.53,0.27,0.00
2024-03-06 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.27,0.94,0.47,307.59,5.06,0.22,0.01
2024-03-06 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.92,0.94,2.53,320.61,7.22,0.41,0.02
2024-03-06 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.34,0.93,3.54,324.70,7.88,0.71,0.01
2024-03-06 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.79,0.92,3.89,324.13,8.06,0.92,0.01
2024-03-06 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.61,0.90,4.18,322.14,6.66,0.94,0.01
2024-03-06 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.43,0.90,4.50,323.25,6.98,0.89,0.01
2024-03-06 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.14,0.90,4.51,322.24,6.94,0.74,0.01
2024-03-06 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.56,0.92,4.50,324.66,6.98,0.59,0.00
2024-03-06 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.31,0.93,4.38,325.27,6.87,0.67,0.01
2024-03-07 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.44,0.90,4.35,327.03,7.03,0.81,0.00
2024-03-07 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.29,0.90,4.33,327.04,7.23,0.82,0.00
2024-03-07 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.86,0.87,4.11,328.16,6.98,0.90,0.00
2024-03-07 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.23,0.85,3.74,330.56,7.06,0.90,0.00
2024-03-07 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.24,0.84,3.59,330.41,7.24,0.85,0.01
2024-03-07 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.83,0.82,3.70,332.06,7.54,0.79,0.02
2024-03-07 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.00,0.81,3.78,334.53,7.73,0.67,0.00
2024-03-07 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.99,0.82,3.70,337.68,7.26,0.62,0.00
2024-03-07 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.98,0.82,3.43,341.78,7.03,0.53,0.00
2024-03-07 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.96,0.83,3.18,341.46,6.50,0.42,0.00
2024-03-07 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.19,0.86,2.77,335.06,5.57,0.30,0.00
2024-03-07 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.13,0.86,2.58,337.21,4.67,0.39,0.00
2024-03-07 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.68,0.89,2.47,339.34,4.08,0.39,0.00
2024-03-07 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.72,0.89,2.22,334.15,3.66,0.50,0.00
2024-03-07 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.54,0.91,1.88,322.92,3.31,0.55,0.02
2024-03-07 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.36,0.91,1.68,314.29,2.76,0.87,0.07
2024-03-07 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.51,0.90,1.63,313.92,2.49,1.00,0.10
2024-03-07 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.26,0.90,1.53,317.20,2.34,1.00,0.14
2024-03-07 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.09,0.91,1.51,319.97,2.62,1.00,0.12
2024-03-07 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.10,0.91,1.40,319.35,2.77,1.00,0.25
2024-03-07 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.86,0.91,1.31,330.13,2.92,0.80,0.26
2024-03-07 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.56,0.93,1.37,334.94,3.19,0.74,0.27
2024-03-07 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.75,0.94,1.75,335.49,3.27,0.90,0.11
2024-03-07 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.88,0.93,1.76,336.41,3.36,0.91,0.11
2024-03-08 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.95,0.92,1.68,341.34,3.57,0.90,0.07
2024-03-08 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.99,0.92,1.74,355.85,4.19,0.95,0.14
2024-03-08 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.54,0.88,1.82,18.66,4.50,0.94,0.13
2024-03-08 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.36,0.89,2.05,45.56,4.82,0.97,0.25
2024-03-08 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.31,0.89,2.50,65.98,5.10,0.91,0.23
2024-03-08 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.82,0.88,3.01,78.55,5.69,0.84,0.22
2024-03-08 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.17,0.85,3.27,87.12,6.42,0.77,0.27
2024-03-08 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.09,0.85,3.30,93.33,5.97,0.60,0.22
2024-03-08 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.82,0.86,3.45,93.80,5.90,0.55,0.11
2024-03-08 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.85,0.85,3.45,94.00,5.88,0.29,0.02
2024-03-08 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.07,0.88,2.82,90.15,5.58,0.35,0.02
2024-03-08 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.74,0.91,2.44,94.83,4.39,0.15,0.04
2024-03-08 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.42,0.92,2.19,96.55,3.63,0.18,0.16
2024-03-08 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.62,0.91,2.10,96.45,3.56,0.11,0.02
2024-03-08 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.63,0.92,1.77,98.36,3.23,0.17,0.02
2024-03-08 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.52,0.91,1.60,96.22,2.80,0.32,0.03
2024-03-08 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.62,0.91,1.27,96.10,2.50,0.32,0.03
2024-03-08 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.55,0.91,1.12,101.39,2.50,0.38,0.04
2024-03-08 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.36,0.92,1.07,112.29,2.43,0.53,0.02
2024-03-08 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.33,0.92,1.08,115.54,2.42,0.56,0.04
2024-03-08 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.08,0.94,1.03,119.42,2.43,0.36,0.04
2024-03-08 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.16,0.94,0.83,129.34,2.31,0.31,0.02
2024-03-08 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.43,0.94,0.80,245.09,2.46,0.35,0.02
2024-03-08 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.46,0.93,0.23,231.24,2.44,0.69,0.01
2024-03-09 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.70,0.92,0.61,85.54,2.43,0.78,0.00
2024-03-09 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.94,0.90,1.19,100.26,2.84,0.85,0.01
2024-03-09 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.62,0.86,1.33,111.99,3.90,0.91,0.00
2024-03-09 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.76,0.85,1.33,103.99,4.71,0.93,0.00
2024-03-09 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.08,0.83,1.77,92.97,5.40,0.90,0.01
2024-03-09 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.59,0.82,2.13,87.59,5.94,0.91,0.02
2024-03-09 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.81,0.81,2.38,83.28,6.43,0.95,0.03
2024-03-09 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.69,0.83,2.49,76.05,5.06,0.98,0.07
2024-03-09 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.66,0.84,2.44,70.25,4.92,0.96,0.03
2024-03-09 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.53,0.84,2.45,65.08,4.73,0.95,0.00
2024-03-09 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.55,0.88,2.06,57.53,4.34,0.85,0.00
2024-03-09 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.25,0.91,1.68,58.49,3.38,0.86,0.00
2024-03-09 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.89,0.94,1.50,54.17,2.84,0.95,0.00
2024-03-09 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.78,0.94,1.31,35.17,2.27,0.97,0.00
2024-03-09 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.86,0.95,1.03,10.28,1.81,1.00,0.01
2024-03-09 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.56,0.94,0.89,345.02,1.48,1.00,0.02
2024-03-09 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.54,0.94,0.61,324.34,1.50,1.00,0.08
2024-03-09 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.40,0.94,0.66,315.51,1.86,0.99,0.11
2024-03-09 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.42,0.94,0.42,288.49,1.68,0.99,0.08
2024-03-09 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.44,0.94,0.55,239.33,2.18,0.91,0.47
2024-03-09 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.35,0.94,0.67,212.39,2.25,0.77,0.34
2024-03-09 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.14,0.95,0.58,194.03,2.05,0.72,0.32
2024-03-09 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.64,0.92,0.43,192.90,2.35,0.54,0.45
2024-03-09 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.77,0.92,0.36,103.87,2.60,0.52,0.58
2024-03-10 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.31,0.88,0.80,88.25,3.15,0.49,0.68
2024-03-10 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.45,0.88,1.28,101.60,4.00,0.46,0.27
2024-03-10 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.10,0.86,1.44,107.43,4.65,0.43,0.14
2024-03-10 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.03,0.87,1.67,106.39,4.83,0.37,0.09
2024-03-10 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.16,0.86,1.88,89.87,4.83,0.36,0.09
2024-03-10 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.47,0.85,2.16,77.88,5.27,0.33,0.19
2024-03-10 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.64,0.85,2.50,85.72,5.97,0.39,0.15
2024-03-10 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.73,0.85,2.74,90.16,6.06,0.58,0.04
2024-03-10 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.70,0.85,2.60,83.92,5.69,0.83,0.01
2024-03-10 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.48,0.87,2.14,62.90,4.89,0.95,0.03
2024-03-10 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.45,0.91,1.72,28.25,3.93,0.96,0.04
2024-03-10 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.07,0.93,1.80,359.97,2.91,0.97,0.03
2024-03-10 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.68,0.95,1.86,346.82,2.86,0.98,0.03
2024-03-10 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.57,0.96,1.82,337.63,2.77,0.97,0.02
2024-03-10 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.37,0.96,1.74,321.15,2.57,0.98,0.04
